x	insertSortbest*1000	insertSortaverage	insertSortworst	selectionSortbest	selectionSortaverage	selectionSortworst	mergebest	mergeaverage	mergeworst
859 2500 7747.5 4907.5 8952.5 7669.5 9226.5 646 613.5 615
860 4000 8854.5 5367 7792 8643.5 7327.5 459.5 444.5 443.5
861 2500 9534.5 5336 7522 7474 8456 597 600 575
862 2500 8494.5 5221 8622.5 7367.5 7470 456.5 435 435
863 2000 8910.5 5451 7415.5 9297 7792.5 467.5 452.5 449
864 2500 7935.5 6484.5 9276 7647 8731.5 752 647.5 558.5
865 4500 9048.5 5899.5 11032 7802.5 7445.5 472.5 456.5 457
866 2500 10143.5 4444 7581.5 8666 8249 484 480.5 442
867 2000 7779 5626.5 9023.5 7513 8721.5 491.5 551.5 526.5
868 2000 9753.5 4704 8252.5 8778.5 7456 455.5 438 435.5
869 2500 9220.5 4852.5 8841 7464.5 10206 454.5 443.5 438.5
870 3000 8013.5 5269 8487.5 7864.5 7989 469 452 671.5
871 4500 10462.5 4701.5 9615 8365.5 7649 479 457.5 456.5
872 2500 8029 6136.5 9103 12819.5 7816 492.5 460 463
873 3000 7807 4490 7942.5 10695.5 9103.5 666 584.5 473
874 3000 8388 4546.5 7774 8489.5 11805.5 724 713.5 691
875 3500 7869 4672.5 7721 7819 8776.5 622 802.5 605
876 3000 11063.5 4696.5 7686.5 7642.5 7611 487 461 478.5
877 2000 8848.5 6521.5 7992 7597.5 7717.5 489.5 470 470
878 2500 8126.5 4858 12397 8765 7891 477.5 454.5 499
879 2000 8060.5 5066.5 7720 9679.5 9617 633 500 460.5
880 3000 8048.5 4692.5 7697.5 7694.5 12570.5 609 625 551.5
881 3000 8048 4801 7738.5 7773 8090 596.5 1171.5 582
882 3500 11248.5 5808 8093 7842.5 7832 480.5 466 463.5
883 3000 9322.5 5794 9419 7762 7780 495.5 475.5 477
884 3000 8158 5520.5 9596.5 10377 8540.5 474 459 459.5
885 3000 8069.5 4642 8212 9110.5 10245.5 675 654.5 680.5
886 4000 8710.5 4874.5 7858 8074.5 10317 739.5 609 588.5
887 3000 8887 5006 7833.5 7852.5 8480.5 796 694.5 532.5
888 3500 11273 5184.5 7941 7945.5 8159 495 476 489
889 3000 10470 7254 9134 7939 7845 465.5 450.5 450.5
890 2500 8077.5 5676.5 11958.5 8180 7881 464.5 453 449.5
891 3000 8163 4825.5 10404.5 10496.5 8221 485.5 471 470
892 3000 8141.5 4710 8142 10959.5 9227.5 571 660 581.5
893 3000 8149.5 4745 7985 9902.5 8502.5 461 463.5 454
894 3000 9405.5 5802.5 8141 8064.5 10416.5 749.5 656.5 672.5
895 3000 8642.5 6078.5 8701 8506 8477.5 649 634 630
896 4500 9784 4947.5 10043 9126 8750.5 574 524 567.5
897 3000 9846.5 5378 8775 10158 9273 536.5 455 454.5
898 3000 8486 5765 8703.5 9299.5 8499.5 506.5 486.5 486.5
899 3000 8640.5 4923 9280.5 8356.5 10007 626.5 527.5 508.5
900 3500 8479 4805.5 8026 9158 8454 468 455 490.5
901 2500 10053.5 6102 8484 8591.5 10064.5 497 462 462
902 3000 10395 6324 10581.5 8782 9811.5 562.5 532 549.5
903 3000 9462.5 5951 8253 9276.5 8347.5 693 904.5 942.5
904 4500 10650.5 5510.5 9901.5 8180.5 8174.5 492 477 478.5
905 3000 10582 5160.5 9359 9174 8163 469.5 457.5 458
906 3000 8766.5 6637.5 8705.5 9239 10854 526.5 494.5 492.5
907 3000 8800.5 5464 11473.5 9279 9343 519 510 485
908 3000 8743 5135 12121.5 8160 9721.5 481.5 467.5 468
909 3000 8756 5581 10671.5 8915.5 8208 505 529 717.5
910 4500 10453 5081.5 9705 10009 8390.5 549 520.5 485
911 3000 9908.5 6708 8312.5 11275.5 8386.5 485.5 470 473.5
912 3000 8603.5 6403 9779 9730.5 9379.5 500.5 477.5 477
913 3000 8696 5092 10128.5 8799 12098 517 503 511
914 3000 8919.5 5090 8577 10635.5 10525.5 611.5 953 859.5
915 4500 8723.5 4976.5 8401.5 10592.5 10023 910.5 1295 672.5
916 4500 9943.5 4943 8307 9102.5 10575.5 600 628.5 674.5
917 4000 10785.5 4946.5 8388 8341.5 10548.5 623.5 610.5 465.5
918 3000 9612 6021 8334 8343.5 9142 771.5 735 762.5
919 5000 10888 8309 8658.5 8457.5 8376.5 538.5 486.5 652.5
920 4500 10994 6075 9410.5 8460 8374 485.5 471 471.5
921 3000 10677 6169.5 11090.5 8735.5 8536.5 474 460.5 463.5
922 3000 8761 6789 11213 9719.5 8405.5 491.5 473 480.5
923 3000 8702.5 5739.5 10986 10534.5 8428.5 536.5 479 476
924 3000 8797.5 5178 10785 9999.5 9706 479.5 466 466.5
925 7500 9209 5307 9789.5 9966.5 9507.5 629 533 553.5
926 4000 8815.5 5059 9664 10907 8877.5 583 612.5 524
927 4500 9374 5303.5 8607 10971.5 8795 509 687 516
928 3000 10677 7262 8546 10568.5 9446.5 625 601 567.5
929 3000 10383.5 6490 9690.5 10187.5 9156.5 505.5 488 487.5
930 3000 9107 7337.5 8991.5 9225 9898 504.5 486 485
931 3000 8847 5270.5 9828.5 9195.5 9752.5 640 610.5 603.5
932 3500 9194 5097.5 9996 9313.5 8763 704.5 644 719.5
933 3500 10274 5117.5 9585.5 9733 8621 503 489 487
934 3000 11028.5 6741 8905 10149 8963 500.5 485.5 484.5
935 3000 10244.5 6071 8737 9095.5 10510.5 544.5 530.5 511
936 3000 9924 6934 9016.5 8827.5 11765 505.5 489.5 506
937 3000 9172 6058.5 10742.5 8697 10326 666 689.5 699
938 4000 9037.5 6219.5 9834 9133.5 10128.5 577 630.5 565.5
939 3500 9478 5717.5 10968 9646 10559 734.5 662.5 623
940 3000 9987 5434.5 10145.5 10249.5 10704.5 688 676.5 799
941 3500 9676 5490 9229 11387 10385 568.5 575.5 672
942 4000 9620 5398 8826.5 10543.5 10753 817.5 680 675
943 3500 11139 5470 8902 9295.5 11090 695.5 673.5 640.5
944 4500 10021.5 5329 9130.5 9179 10850.5 702 680 909.5
945 4500 10374 5466.5 8867 8830.5 9459.5 661 821.5 759.5
946 4500 13218.5 5997 9460 9041 9437.5 727 977 929.5
947 6000 13760 5684.5 9628 9066 9418.5 645.5 723 638
948 3000 12619.5 5450.5 9124.5 8930 9031 525.5 574.5 637.5
949 5000 12993.5 6268 8931.5 8900 9062.5 527 508.5 510.5
950 3000 13128.5 6910 9214.5 9127.5 9116.5 517 497 496
951 3000 13561 6242.5 9164.5 8960 8964 505.5 487.5 486.5
952 3000 11938.5 8844.5 9515 9354.5 9392 536 516 516
953 3000 13622 6576 9022 9023.5 9122 517 499 499.5
954 3000 11507.5 7794 10768 9636 9819 547.5 529 528.5
955 3000 12808 6065.5 9216 9250 9181 515 500.5 498.5
956 3000 10318 8154 9663.5 9785.5 9276 508.5 494.5 493.5
957 3000 10217.5 7357.5 9621 9187.5 9079.5 511 493.5 485
958 3000 9549.5 6961 12330 9891.5 9080 512 496 495
959 3000 9523.5 8028.5 10457.5 9168 9111.5 499.5 485 485
960 3000 9372.5 7522 12015 9625.5 9452 534 519.5 511.5
961 3000 9876.5 7793.5 12457.5 9452 9250.5 524 508 507.5
962 3000 9416.5 6578.5 11509 9646.5 9196 506 486.5 488
963 3000 9426 6805 11838 10394.5 9322 502.5 486.5 486
964 3000 9475.5 6431.5 12451.5 10390.5 9712.5 552.5 534 533.5
965 3000 9518 7334.5 12646.5 10139.5 9376.5 504 498.5 516.5
966 3000 10400.5 7697 11314.5 11008 9376.5 535 515 515
967 3000 11241 7781 9858 10209.5 9278 522.5 507 508
968 3000 11504 5819 9376.5 11077 9286.5 516.5 500.5 501
969 3000 11632.5 7591 9773.5 11364 10209.5 559.5 528.5 628
970 3000 12732.5 5794.5 10251.5 11454 9323 515 500 503
971 3000 12340.5 5720.5 10948 10907 9666 534.5 519.5 521.5
972 4000 12612 5933 13047 9917 9527 511 495.5 574
973 4000 11971.5 5602.5 12199 9388.5 9460.5 516.5 519 1602
974 5000 11710.5 6402.5 11899 9470 9487 665 971 741.5
975 4500 11643 8040 11552.5 10666.5 10638.5 678 662.5 663
976 4500 11553.5 8103 10027 9570.5 11240.5 675 674 661
977 4500 12906.5 7450 9782.5 9665 12531.5 689 670 668.5
978 4500 13987 6864.5 10008.5 10163.5 12765.5 597.5 754 690
979 3500 12418.5 5809.5 9488.5 11850.5 12582.5 952 772 635.5
980 3500 13367.5 6117.5 9544.5 11998 11548.5 602 1062.5 655
981 4500 10369 5678.5 9704 13705.5 12251.5 539 530.5 536.5
982 3000 10237 5838 10484.5 14934 9688 537.5 520 520
983 3000 9840.5 6020 13198 12943 9838.5 528 512.5 519
984 3000 9847 5730.5 16196 9866.5 9643 537.5 517.5 517.5
985 3000 10117.5 6654.5 14779.5 9890 9690 526 509 508.5
986 3000 10207 7081 12234.5 9717 9710 528.5 515 509.5
987 3000 10568.5 7101.5 12970 9867 10329 536.5 515.5 537
988 3000 12150.5 8152 11347 10129 9659.5 526.5 521 500
989 3000 13443 8357 9809.5 9991.5 10370.5 734.5 682.5 631
990 3500 10814.5 8189 10278 9740 10889 1613.5 706.5 745.5
991 4500 11546.5 7593 9764 9779.5 12001.5 709.5 682 577.5
992 3000 11484 7152.5 9880 9954 12812.5 527.5 515 511
993 3000 12177 6201 10429.5 10367.5 11905.5 520 508.5 504.5
994 3000 13638 5915 9836.5 11672 10841 539.5 589.5 528
995 3000 12868.5 5987 11000 12837 10484.5 811.5 664.5 748
996 4000 11618.5 6246 13838 9926.5 11039 1037.5 589 857
997 31000 10507 7171.5 11697 10037 10433.5 525.5 507 507
998 3000 11564.5 7743 12173.5 11105 12432 869 1051 791.5
999 4500 13996 6706 11374.5 12613 13281 832.5 801.5 576
1000 3500 11719.5 6523 11503.5 10645.5 12103.5 543 870.5 581
1001 3000 10351.5 6354.5 12338 10598 13192.5 566 543 546
1002 3000 10685.5 7637 11586.5 11375 11608 538.5 525 508.5
1003 3000 14953.5 7242.5 10280 12326 13287.5 771 819 722
1004 5000 11582.5 6031.5 10351 12884 12233 565 551.5 544.5
1005 3000 10984.5 6302.5 11350 13380 10947 605 572.5 530
1006 3000 10821 6354 13150 19263 10028.5 533 521.5 518
1007 3000 11822 7128 12761 10291.5 10039 534.5 524 520.5
1008 3000 13129 6267 12201 10409 11603 905 731 584.5
1009 4000 11006.5 7948 11298 10601 13127 567 726 703
1010 5000 12657.5 7683 10316.5 12522.5 12586.5 641.5 549.5 547.5
1011 3000 11943 7015 12206 11912.5 10670 557.5 538.5 538.5
1012 3000 14238 7362 11651.5 10197.5 10788 778 790 774
1013 3500 12827.5 8889.5 10794.5 10716.5 13025 783 734 699.5
1014 3500 13975 6416.5 10375 10405 14679.5 715.5 764 658
1015 3000 10942.5 6351.5 10796 13221 14166.5 560.5 538 537
1016 3000 11188.5 6549.5 12862.5 14088.5 10607 545.5 527 547.5
1017 3000 11028 7062.5 14843 13257.5 10644.5 536 524.5 522
1018 3000 12518 6605.5 12264.5 11333.5 10880 846.5 692 673
1019 5500 12773.5 7568.5 14275.5 11350.5 12091 533.5 516.5 515.5
1020 3000 10624 8508 12361.5 11524 11284 539.5 522 521
1021 3000 12739.5 6582 10754.5 13087.5 10396 584.5 671.5 772
1022 5000 12975.5 7397 14539 10805 12401 749 750.5 738
1023 5000 12195 7032.5 10765.5 12256 11297.5 528 515 509.5
1024 3000 10642 7607.5 11484 13545.5 11280 530.5 512.5 512.5
1025 3000 11981 7847 13452 11007.5 10625.5 568 546.5 546
1026 3000 13631 8304 12181 10499 11864 560.5 518.5 522
1027 3000 13218.5 10516.5 11006 11662 10971.5 554.5 541.5 539.5
1028 3000 14551 7008.5 11498 13700 13595 771.5 802 829.5
1029 4500 12031 7089 12684.5 11515.5 12476.5 551.5 530 533
1030 3000 11747.5 7372 11354 12629.5 12117 549.5 533 683.5
1031 3000 12730 7415.5 13460.5 12902.5 12582 814.5 802.5 635
1032 3000 11324.5 7456 14254 11959.5 11661.5 621 601 600.5
1033 3000 12944 7307.5 11489 12873.5 10575 534.5 522.5 520
1034 3000 12103.5 6858.5 11081.5 11142.5 11121.5 699.5 776 737
1035 5000 13619.5 8231.5 11830.5 10650 11948.5 723 794.5 710.5
1036 4000 12692.5 6797.5 11187 10938 13282.5 571.5 649 870.5
1037 5500 14172 6680.5 10692 10814 13167 583 561 563
1038 3000 11599 6578.5 10740.5 12442 12255 550 534 532.5
1039 3000 11042.5 6345 11011.5 14228.5 10752 542 528 524
1040 3000 10986.5 6439 12476.5 12353 11193 584.5 563 563.5
1041 3000 11832 8083.5 13652.5 11768.5 11553.5 584 567 564
1042 3500 13516.5 7427.5 12901.5 10779 11251 845 795.5 676.5
1043 4000 12273.5 8255 10853 10816 13145 544.5 525.5 526
1044 3000 12455.5 7452.5 11262.5 13875 10962 713.5 862 873.5
1045 3500 12867.5 6470 12241 11541 12594.5 716 685 782
1046 3000 11197.5 6640 13017 11126.5 12413 562 546.5 561
1047 3000 12170 8177.5 10856 11891 12282 554.5 542 539
1048 3000 12193.5 7062 11657.5 12332.5 11238 777 669.5 666
1049 4500 12973 6527.5 13111.5 12048.5 13526.5 814 612.5 592.5
1050 3000 12010 9244.5 12561 11905.5 12996.5 786 695.5 713.5
1051 5000 13299.5 7001.5 12082.5 12787.5 12947.5 553.5 658.5 616.5
1052 3000 11718 6721.5 13158.5 16765 14695 681.5 736 547.5
1053 3000 12668 11125 12228.5 11072.5 11242 562.5 556.5 552.5
1054 3000 17631 6857 11577 11454 14645 772 774.5 599
1055 5000 11417 6673 11091.5 12350.5 14853 602.5 545.5 542.5
1056 3000 11304.5 6805 12500 14817.5 11812 630.5 562.5 565.5
1057 3000 11796 6907 14806.5 11368.5 11944 569 544 542
1058 3000 14092.5 8276.5 13467 11187.5 11435 822.5 722.5 783.5
1059 4000 15672.5 7293.5 11785.5 11847.5 15631 731.5 648.5 689.5
1060 4500 12012.5 6794 11600.5 16324.5 12761 560 547 548
1061 3500 11714 6644.5 15139.5 13932 11259 548.5 545 558.5
1062 3000 12848.5 7893.5 12732.5 11720.5 11318 819 717.5 614
1063 3000 13709.5 8026.5 13109 11225.5 14681.5 562 546 545
1064 3000 14176 6806 11296 15961.5 11518 740.5 675 665
1065 5000 12073.5 7190 14212.5 11963.5 14556.5 590.5 599 580.5
1066 3000 13458.5 8502 13138 12868 11431 710.5 758.5 760.5
1067 5000 13365.5 6802 13465.5 11588 14026.5 606 579 605
1068 3500 12985 8048.5 11494 12618.5 11291 694 882.5 675
1069 5000 14564 8402 11890 16074 12059.5 608.5 580 562.5
1070 3000 11650 6995 14319 14144 11581 579.5 561.5 561.5
1071 3000 12097.5 9147 14773.5 11443 11539.5 581 560 608.5
1072 5000 18061 7685 11414 11392.5 16276.5 753.5 729 742.5
1073 5000 11993 6844 11402.5 14935 12515 618 728 693.5
1074 3500 12057 6951.5 14503 12696 11692.5 567 553.5 557
1075 3000 11891.5 7990 16802 11441.5 11488 567.5 571 569.5
1076 3000 16248.5 7245.5 11452 11623 14435.5 848 924.5 1501
1077 6000 12925 7036 12084.5 15392.5 13521 574 620 549.5
1078 3000 11844.5 7092.5 13293 14625.5 11751.5 583.5 565 564.5
1079 3000 11899.5 8361 15881.5 11536.5 11557.5 617.5 574 572
1080 3000 15131.5 8110.5 11881 11989.5 14077.5 938.5 845 831.5
1081 5500 13801.5 7216.5 12190.5 14092.5 14633 567.5 558 571.5
1082 3000 12001.5 6895.5 14170.5 14190 11914 593 566 592
1083 3000 12451 9431.5 15282 12023 12258.5 906.5 873.5 737.5
1084 3500 14047.5 9204 12130.5 12483 14327 593.5 573 602
1085 4000 15230 7585 15186 13106.5 14647 753 681 681.5
1086 3500 14759 10713.5 12555 14225 15711.5 567.5 552.5 549.5
1087 3000 12145 7042 15029 15358 12477 600.5 579.5 583
1088 3000 12246 11187 12688 11773 11739.5 600 687 748
1089 5000 16440 7324 11788.5 11899.5 15782 941 675.5 745.5
1090 5000 12879 7993.5 14073 16275 12622 581 563 567.5
1091 3000 12171 9949 14583 13619.5 13878 815.5 741 750
1092 5000 14143.5 7378.5 13033 15978 15464 614.5 598 604
1093 3000 12998 10117 13570.5 11865.5 12491.5 935 1526 927
1094 6500 16829.5 7609 12131.5 14569.5 14347 623.5 658 604.5
1095 3500 12967.5 7527.5 16329 13938.5 11943 567.5 581.5 565
1096 3000 15309.5 7768.5 13071 13069 15276 586 556 553.5
1097 3000 12297.5 8058.5 13413 14988.5 12167 580.5 560 559.5
1098 3000 13655 9660.5 14480.5 12685 15311.5 1007.5 952 918
1099 6500 16508.5 7332 11927.5 15792.5 13151 598.5 576.5 577
1100 3000 12751.5 8060 14802 13047 12029 597.5 580 574
1101 3000 14863 8656.5 12547 11993 14350.5 752 731.5 730.5
1102 5000 13121 8532 12193 15995 12311.5 947 810.5 737
1103 3000 13871 7939.5 13734.5 12082 14102 585 563.5 562.5
1104 3000 14019 7828.5 12596 13804.5 13757.5 1217 833.5 636
1105 3000 14148 7276.5 14214 14711 12660.5 607.5 598 577.5
1106 3000 13114.5 8490 15066.5 12228 13000.5 723 689.5 831
1107 4500 15557 7502.5 12397 12152.5 16001.5 666 727.5 752
1108 5000 12963.5 7505.5 12329.5 17111.5 14756 571.5 558.5 557.5
1109 3000 12660.5 8847.5 14518.5 12596 12578.5 620 599.5 599.5
1110 3000 16744.5 9245.5 14414.5 12557.5 14076 662 616 701.5
1111 4000 13703 7500 14049 15817.5 13916.5 628.5 609 609.5
1112 3500 13660.5 9525 15875 13009.5 14324 630.5 747.5 758.5
1113 4000 17342 8046 12613.5 12569 16971.5 584.5 584.5 589
1114 3000 12976 7609 15098.5 14564 12732 618 565 555
1115 3000 13198 10071 14454 12305.5 13367 868 662.5 725
1116 4000 14277 8549.5 12765.5 14335 12890.5 653 884.5 718
1117 5000 13890 7698 16179 14642.5 13557 613 611 603.5
1118 3500 15814 7390 13626 13641.5 14976 586.5 570.5 570.5
1119 3000 12932 8527 13377.5 13613 13050.5 616 594.5 594.5
1120 3000 14947 9443.5 13564 13296.5 14098 793.5 562.5 562.5
1121 3000 15827.5 7591.5 12703 14397 15053.5 824.5 727.5 587.5
1122 3500 14027.5 8825 14559.5 15604.5 13816 961 691 645.5
1123 5000 14599 9067 15167 13776.5 14376.5 694.5 587 1083.5
1124 6500 18887 8571.5 16603.5 14727 15166 683 647.5 606
1125 3500 16318.5 8258.5 15864 13508 13792.5 618 639.5 607.5
1126 3000 15705 9329.5 13797 14721.5 14788 575.5 560.5 562
1127 3000 13052.5 9547.5 14308.5 13551 12557 593 576.5 576
1128 3000 14013.5 9408 13423.5 12990 15359.5 641.5 613.5 775.5
1129 5500 18161.5 9903.5 15698 14072.5 13417 596.5 568 567.5
1130 3000 14209 8552 14862 14228 13410 592 577.5 576.5
1131 3000 15633.5 7915.5 12729.5 13749 15794 767.5 659 577.5
1132 3000 13042.5 7741.5 14234 16503.5 13211 618.5 597.5 598.5
1133 3500 13240.5 10227.5 14473 12874.5 12736.5 599.5 579 583.5
1134 3000 17530.5 7788.5 13194.5 14983.5 15830 611 621.5 603
1135 3500 13204 7667 15649 14620 13379.5 675.5 639 604
1136 3500 15294 10082.5 14093.5 13202.5 15335.5 636 603.5 628.5
1137 3000 14362 7673.5 13002.5 15651.5 15790.5 618.5 605.5 604.5
1138 3000 13137 10393 13628.5 14161.5 13922 1050.5 905 703.5
1139 3500 14731.5 8225 14187 14123 13526 592 574 574.5
1140 3000 15275.5 8048.5 15548 13378 14628.5 622.5 599 598.5
1141 3500 14315 8332.5 12904.5 14659.5 18126.5 618 606 588
1142 3000 13250 7811 16107 14258 13229 639 621 638.5
1143 4000 16813 10161.5 12912 12912 15560 789.5 717 589
1144 3000 13495 7768.5 12918.5 19495 13716 590 574.5 577
1145 3000 13634 11022.5 14404.5 13118.5 14233.5 971 841.5 795.5
1146 4000 15525 8703 13073.5 16911.5 14178 824.5 745 766
1147 5000 14089.5 8886.5 14384 17382 13233 636 606 607.5
1148 3000 15771 10146 13815.5 13960.5 15755 783.5 825.5 678.5
1149 3000 16395.5 7785.5 13695 20345.5 13465 635 612 610.5
1150 3500 14807 11016.5 14531 13227 14226 731.5 711.5 811.5
1151 4000 16203.5 8896.5 13166 19163.5 14110.5 625 605.5 684.5
1152 3500 13823.5 10759.5 16853.5 13122 13106 737 919.5 715.5
1153 3500 17486.5 7932 13324 14305.5 17458.5 596 580.5 578
1154 3000 13641.5 8253.5 18749 14351.5 13385.5 622 589.5 587.5
1155 3000 17189.5 10782 13636.5 13908.5 18881 663.5 616 619.5
1156 3500 16598.5 9131.5 18670.5 16463.5 14630 828 854 811
1157 5000 16480.5 9521.5 13681.5 16337 17661 827 793.5 1011
1158 5500 15800.5 8396 17637 15150.5 13640.5 623.5 629.5 787
1159 3000 20703 8303 14165 15287 16687 837.5 785 630
1160 3500 14636 9861.5 17470 15162 13362.5 819.5 1067.5 1289.5
1161 7000 16731.5 9437 13553.5 16166.5 15826.5 831 794 777.5
1162 5500 14480.5 8486 15443.5 16192.5 13390 623 608 606.5
1163 3000 16362 10298 14545 14132.5 16885 921 782 800
1164 6000 15974.5 7967.5 16541 15945 14598 611 643 613.5
1165 3500 16803.5 11559.5 14750 14137.5 18202.5 806.5 800 770.5
1166 5500 14048.5 8030.5 16147.5 17023 13517 629.5 644.5 599
1167 3000 16898.5 9922.5 15702 13471.5 17881 800 854 874
1168 4000 16760.5 8119 15775.5 18222 13906 617.5 595.5 627
1169 3500 16965.5 10555.5 13717.5 13861 17812 750.5 777.5 778
1170 5000 14649 8267.5 16081 16517.5 13605 654.5 637 637
1171 3500 15606.5 9824 16425.5 13551 16578 630.5 615.5 614.5
1172 3000 17499.5 8234 15676.5 17522.5 14853.5 757 607 606
1173 3000 15589 10657 16574.5 13644 15896.5 838.5 696.5 592.5
1174 3000 14143.5 8440 15067.5 16960.5 15848.5 630 605.5 608
1175 3000 14971.5 10323.5 18328.5 13952 16758.5 678.5 655.5 623.5
1176 3500 16315 8206.5 14648 16017.5 13987 618.5 606 605
1177 3500 15156 10532 15022 14389.5 16441 628 608 620.5
1178 3500 14658 10068.5 15165 16007.5 15762 847 610 626.5
1179 3500 15267.5 10175.5 14031 15751.5 16504.5 611 595.5 591
1180 4000 14208.5 10284.5 14709.5 16310 14598.5 872 808 624.5
1181 4000 15436.5 10089 14387 15709.5 14846.5 698 772.5 797.5
1182 3500 14269.5 8391.5 16634.5 16397 13834 644 618.5 632.5
1183 4000 16656 11429 13832.5 14581 17014.5 933 1036 992
1184 3000 14677 8405 17156.5 17260 13848.5 611.5 598.5 597.5
1185 3500 18806.5 11902.5 14661 15494 20903.5 642 623.5 621.5
1186 4000 14842.5 9114 24816 13964.5 16232.5 678.5 1193.5 666.5
1187 3500 19413.5 8371 16268 19188.5 14030 647.5 627 658
1188 4000 16858.5 9550.5 16526.5 13981 17709.5 881 1219.5 877
1189 8000 18741 8978 19051.5 16912 14685.5 928 937 912.5
1190 6000 18078.5 9371.5 17367.5 18527.5 14789 1056 1328.5 1242
1191 4000 18447.5 8694.5 14223 17833 17428.5 643 624.5 637
1192 3500 14389.5 10819 20856 14167 27139.5 1220.5 820.5 833
1193 6000 15886 11581.5 15494.5 17113.5 18638 648 624.5 623.5
1194 4000 14591.5 10259.5 17688.5 15136.5 16196.5 893.5 789 766.5
1195 4500 18631.5 8563.5 14250.5 17878.5 17004 629 613 632
1196 3500 14493 9837 17298.5 16112.5 16625.5 912.5 1003 1076.5
1197 6000 17220.5 8788.5 14774 18478.5 14882 667 645.5 648.5
1198 4000 15541.5 13136.5 17235.5 14301 18628.5 804 964 897.5
1199 7500 14934 8554.5 17715.5 17166 14531 633.5 615.5 615
1200 4000 18383.5 12378.5 16557.5 18139.5 21617 834 682 722
1201 4000 19046 9868 16087 18539.5 14276.5 639 618.5 621
1202 4000 14978.5 12261 14684.5 14312.5 17744 793 865.5 918.5
1203 5500 15375.5 9276.5 15703 20068 15151 654 630.5 631.5
1204 4000 17099 11418 15336 16162.5 19658.5 671 663 638.5
1205 4000 15474.5 10373.5 16923 16161.5 15297.5 925 845.5 930
1206 6000 18124 9003.5 15092 18594 17482.5 632.5 634.5 618
1207 4000 14837 11605 16616 14579.5 16840 749 627 627.5
1208 4000 18568.5 8591 18025 15412 15447 622 607 625
1209 4000 16832 8800 15459.5 15444 18412 817.5 681.5 685.5
1210 4000 16041.5 8758 17880.5 14507.5 17433.5 929.5 1006 816.5
1211 5500 17461.5 8778.5 15907 19470 14971 682.5 644 644.5
1212 4000 19663.5 10121.5 16843.5 17114.5 19293 622 610 607
1213 4000 15179.5 9846 21025 15570 15817 1237 1227.5 1178.5
1214 7500 19709 9292.5 18124.5 19256.5 15166 686.5 659 660
1215 4000 18727 11800.5 15595 16811 17630 726.5 629.5 633
1216 4000 15168.5 9721.5 17675.5 15863.5 15703 834.5 888.5 777
1217 5500 17724 8983.5 14755 16181 17574.5 634.5 619 631
1218 4000 15408 11049.5 19109 15960.5 17601.5 688.5 645.5 645
1219 4000 18915 9364.5 18115.5 18517 14813 659 635.5 635
1220 4000 17611.5 9825 15722.5 16597.5 15717 931.5 941 967.5
1221 5000 17278 10164.5 17151.5 20279 17536.5 1017.5 638.5 649
1222 4000 16479.5 8907.5 16565.5 18060.5 17599.5 640 621 665.5
1223 4000 18645.5 9800 20240.5 18028 15870 881.5 855 879
1224 6000 17883 11207 15742 18230 18472 939 864 846.5
1225 6000 15916 14490.5 17436 17319 17384.5 690 667.5 685
1226 4000 18869.5 9537.5 18211.5 17024.5 16855.5 991 944 875
1227 5000 17786 12298.5 15866.5 18977.5 18052 672 651.5 852.5
1228 4000 17629 9189.5 17241.5 18845 16259.5 679.5 630 629.5
1229 4000 18898 9855.5 17029 19003 18177 1075 1306.5 754
1230 4000 23242 11960 19513 18761.5 16547 647.5 629 627.5
1231 4000 19527.5 12588.5 16132.5 19492 19305.5 818 753 621.5
1232 4000 16849 11479.5 17547 15611 17895.5 903.5 752.5 800.5
1233 6000 18359 9202 17723.5 19509.5 15768.5 648.5 632 631
1234 4000 20704 11303 15904 22647 17077 697 675.5 674
1235 4000 17107 14245 16878.5 15056.5 19457.5 943.5 770 639.5
1236 4000 16038.5 9495 21373.5 17164 17357.5 1039.5 856.5 857.5
1237 4000 17571 9011 16527.5 17813.5 16656.5 697.5 682 689.5
1238 4000 19631 10922.5 16596.5 17336 17373 682.5 663.5 660.5
1239 6500 16145 12422.5 16030 17223 19242.5 673.5 645.5 645
1240 4000 16705 10269 21164 15917 19084 1161 1043 1021
1241 7000 19727.5 9774.5 20247 17715 16476.5 738.5 707 694.5
1242 4000 23433.5 9821 15538.5 20822.5 16481 666.5 755.5 651
1243 4000 17126.5 13399 16684 17213.5 20497.5 691 670 669.5
1244 4000 16284.5 10286 19986 15387 15964 868 937.5 989
1245 6500 19139.5 9354 15336.5 20620.5 15436 669 647 685.5
1246 4000 17834 12103 15765.5 16353 20359 1097.5 844.5 878.5
1247 4500 16600.5 9723 19526 15593 16415.5 854 840.5 840
1248 6000 20942.5 9321 16787.5 20820 16644 672.5 664.5 658
1249 4000 19355 13109.5 16816 17019 19219.5 675 690.5 652
1250 4000 15859.5 9568 23875 15507.5 18545.5 1100 955.5 795.5
1251 6500 16484 9325.5 18442.5 20223 15975.5 683 658.5 660.5
1252 4000 22024.5 9860.5 15578.5 20663.5 17582 650.5 628.5 632.5
1253 4000 15963.5 15367.5 18672 17056 24527.5 968 936 712.5
1254 4000 18020 11963 19090 16826.5 20608 948.5 891.5 733.5
1255 4000 17096.5 9464.5 19815.5 16988.5 15673 906 902 843.5
1256 6000 19515.5 9524.5 16267 19459 19567 646 633.5 632.5
1257 4000 18384 12682.5 18257 17166 19459 711.5 634.5 633.5
